"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES_PRINCIPAIS";"QT_SECOES_AGREGADAS";"QT_SECOES_NAO_INSTALADAS";"QT_TOTAL_SECOES";"QT_COMPARECIMENTO";"QT_ELEITORES_SECOES_NAO_INSTALADAS";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS";"QT_VOTOS_CONCORRENTES";"QT_TOTAL_VOTOS_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS";"QT_VOTOS_LEGENDA_ANULADOS";"QT_TOTAL_VOTOS_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_BRANCOS";"QT_TOTAL_VOTOS_NULOS";"QT_VOTOS_NULOS";"QT_VOTOS_NULOS_TECNICOS";"QT_VOTOS_ANULADOS_APU_SEP";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98850";"PORTO ALEGRE DO NORTE";28;7;"Deputado Estadual";8265;25;7;0;32;5717;0;2548;"N";5717;5473;5473;5040;433;433;0;0;0;0;0;0;0;139;105;95;10;0;"15:44:18";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90964";"NOVA NAZARÉ";30;3;"Governador";2753;9;0;0;9;1794;0;959;"N";1794;1544;1544;1544;0;0;0;0;0;0;0;0;0;28;222;222;0;0;"18:11:24";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91022";"VALE DE SÃO DOMINGOS";25;3;"Governador";2653;10;1;0;11;1940;0;713;"N";1940;1745;1745;1745;0;0;0;0;0;0;0;0;0;47;148;148;0;0;"19:53:31";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90360";"NOVA MONTE VERDE";50;5;"Senador";6099;20;0;0;20;4444;0;1655;"N";4444;2764;2764;2764;0;0;0;0;0;0;0;0;0;247;1433;291;1142;0;"19:38:52";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90271";"ARIPUANÃ";11;7;"Deputado Estadual";13975;41;8;0;49;9349;0;4626;"N";9349;8704;8635;8102;533;533;0;64;64;0;5;5;0;439;206;198;8;0;"15:44:37";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"99058";"GUARANTÃ DO NORTE";44;6;"Deputado Federal";22602;66;16;0;82;16340;0;6262;"N";16340;15386;15383;14887;496;496;0;3;3;0;0;0;0;627;327;325;2;0;"15:44:08";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90913";"ITIQUIRA";10;3;"Governador";9112;26;0;0;26;6662;0;2450;"N";6662;5550;5550;5550;0;0;0;0;0;0;0;0;0;405;707;707;0;0;"19:27:50";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90050";"ALTO ARAGUAIA";8;3;"Governador";12251;45;0;0;45;8979;0;3272;"N";8979;7591;7591;7591;0;0;0;0;0;0;0;0;0;443;945;945;0;0;"19:24:22";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91898";"JUSCIMEIRA";14;3;"Governador";9267;32;2;0;34;6925;0;2342;"N";6925;5842;5842;5842;0;0;0;0;0;0;0;0;0;316;767;767;0;0;"22:10:33";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90964";"NOVA NAZARÉ";30;5;"Senador";2753;9;0;0;9;1794;0;959;"N";1794;1218;1218;1218;0;0;0;0;0;0;0;0;0;37;539;177;362;0;"18:11:24";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90980";"SANTA CRUZ DO XINGU";16;5;"Senador";1872;6;0;0;6;1320;0;552;"N";1320;1041;1041;1041;0;0;0;0;0;0;0;0;0;60;219;86;133;0;"19:10:40";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98612";"ALTO TAQUARI";8;5;"Senador";7395;24;0;0;24;5461;0;1934;"N";5461;3912;3912;3912;0;0;0;0;0;0;0;0;0;504;1045;442;603;0;"18:48:51";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90140";"NOVA GUARITA";33;6;"Deputado Federal";3900;11;1;0;12;2882;0;1018;"N";2882;2676;2676;2571;105;105;0;0;0;0;0;0;0;131;75;75;0;0;"15:44:11";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90956";"JACIARA";14;7;"Deputado Estadual";20101;60;1;0;61;15657;0;4444;"N";15657;14741;14725;14072;653;653;0;7;7;0;9;9;0;496;420;411;9;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89796";"COLÍDER";23;6;"Deputado Federal";24009;78;12;0;90;18005;0;6004;"N";18005;16682;16677;16068;609;609;0;5;5;0;0;0;0;770;553;484;69;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90883";"NOVA UBIRATÃ";43;7;"Deputado Estadual";7669;22;1;0;23;5627;0;2042;"N";5627;5309;5308;5033;275;275;0;0;0;0;1;1;0;238;80;74;6;0;"15:44:07";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91774";"MIRASSOL D OESTE";18;6;"Deputado Federal";19824;64;8;0;72;14706;0;5118;"N";14706;13058;13057;12563;494;494;0;1;1;0;0;0;0;868;780;779;1;0;"15:44:31";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91936";"CANARANA";31;6;"Deputado Federal";16374;47;2;0;49;11774;0;4600;"N";11774;11011;11007;10471;536;536;0;4;4;0;0;0;0;542;221;221;0;0;"15:44:25";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91090";"VILA BELA DA SANTÍSSIMA TRINDADE";25;7;"Deputado Estadual";10521;39;6;0;45;7709;0;2812;"N";7709;7520;7517;7115;402;402;0;0;0;0;3;3;0;93;96;96;0;0;"15:44:34";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90689";"TAPURAH";21;6;"Deputado Federal";9016;26;0;0;26;6630;0;2386;"N";6630;6104;6104;5866;238;238;0;0;0;0;0;0;0;364;162;162;0;0;"15:44:24";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98795";"NOVO HORIZONTE DO NORTE";27;6;"Deputado Federal";3101;10;2;0;12;2313;0;788;"N";2313;2186;2186;2103;83;83;0;0;0;0;0;0;0;70;57;57;0;0;"15:44:07";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98698";"ITAÚBA";23;6;"Deputado Federal";4230;12;5;0;17;2974;0;1256;"N";2974;2816;2816;2692;124;124;0;0;0;0;0;0;0;91;67;67;0;0;"15:44:05";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90590";"CHAPADA DOS GUIMARÃES";34;7;"Deputado Estadual";16715;53;11;0;64;12835;0;3880;"N";12835;12238;8345;7592;753;753;0;8;8;0;3885;3885;0;317;280;256;24;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90808";"NOVO MUNDO";44;3;"Governador";5271;16;0;0;16;3879;0;1392;"N";3879;3438;3438;3438;0;0;0;0;0;0;0;0;0;166;275;275;0;0;"19:15:10";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90727";"SAPEZAL";42;5;"Senador";19042;48;0;0;48;13268;0;5774;"N";13268;9691;9691;9691;0;0;0;0;0;0;0;0;0;1155;2422;908;1514;0;"19:51:13";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98639";"ARAGUAIANA";9;7;"Deputado Estadual";3173;10;0;0;10;2339;0;834;"N";2339;2271;2270;2110;160;160;0;1;1;0;0;0;0;36;32;32;0;0;"15:44:19";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90140";"NOVA GUARITA";33;5;"Senador";3900;11;1;0;12;2882;0;1018;"N";2882;1796;1796;1796;0;0;0;0;0;0;0;0;0;185;901;197;704;0;"20:01:55";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90565";"JANGADA";3;5;"Senador";6936;24;3;0;27;5584;0;1352;"N";5584;3530;3530;3530;0;0;0;0;0;0;0;0;0;193;1861;359;1502;0;"19:46:59";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91391";"POXORÉU";47;5;"Senador";14441;51;10;0;61;9985;0;4456;"N";9985;6256;6256;6256;0;0;0;0;0;0;0;0;0;597;3132;1007;2125;0;"19:41:10";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98876";"PORTO ESPERIDIÃO";18;6;"Deputado Federal";7716;25;1;0;26;5599;0;2117;"N";5599;5393;5392;5169;223;223;0;1;1;0;0;0;0;103;103;101;2;0;"15:44:29";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89843";"SANTO ANTÔNIO DO LESTE";40;3;"Governador";2641;10;0;0;10;1827;0;814;"N";1827;1550;1550;1550;0;0;0;0;0;0;0;0;0;81;196;196;0;0;"18:21:41";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91618";"TESOURO";2;7;"Deputado Estadual";2823;10;1;0;11;2150;0;673;"N";2150;2098;2095;1971;124;124;0;3;3;0;0;0;0;31;21;21;0;0;"15:44:35";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89788";"COLNIZA";11;5;"Senador";17699;60;6;0;66;12440;0;5259;"N";12440;7996;7996;7996;0;0;0;0;0;0;0;0;0;711;3733;763;2970;0;"20:14:00";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90662";"RIBEIRÃO CASCALHEIRA";31;3;"Governador";7293;26;1;0;27;5150;0;2143;"N";5150;4618;4618;4618;0;0;0;0;0;0;0;0;0;125;407;407;0;0;"19:41:09";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98973";"VERA";36;3;"Governador";7152;22;0;0;22;5307;0;1845;"N";5307;4486;4486;4486;0;0;0;0;0;0;0;0;0;319;502;502;0;0;"19:44:23";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91952";"NOVA XAVANTINA";26;3;"Governador";16288;46;4;0;50;11329;0;4959;"N";11329;9657;9657;9657;0;0;0;0;0;0;0;0;0;598;1074;1074;0;0;"20:25:20";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91510";"RONDONÓPOLIS";46;3;"Governador";90872;269;6;0;275;70714;0;20158;"N";70714;58167;58167;58167;0;0;0;0;0;0;0;0;0;4850;7697;7697;0;0;"20:35:20";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91006";"CONQUISTA D OESTE";61;5;"Senador";3024;9;0;0;9;2163;0;861;"N";2163;1753;1753;1753;0;0;0;0;0;0;0;0;0;72;338;145;193;0;"18:46:33";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90700";"PONTAL DO ARAGUAIA";9;5;"Senador";4942;17;0;0;17;3804;0;1138;"N";3804;2878;2878;2878;0;0;0;0;0;0;0;0;0;198;728;270;458;0;"19:44:23";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90948";"NOVO SANTO ANTÔNIO";15;6;"Deputado Federal";1852;6;0;0;6;1290;0;562;"N";1290;1258;1257;1207;50;50;0;1;1;0;0;0;0;9;23;23;0;0;"15:44:16";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91049";"SANTA RITA DO TRIVELATO";5;7;"Deputado Estadual";2338;7;0;0;7;1658;0;680;"N";1658;1554;1554;1455;99;99;0;0;0;0;0;0;0;63;41;38;3;0;"15:44:23";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"99031";"FIGUEIRÓPOLIS D OESTE";41;6;"Deputado Federal";3027;8;16;0;24;2177;0;850;"N";2177;2042;2042;1968;74;74;0;0;0;0;0;0;0;63;72;71;1;0;"15:44:23";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91219";"NOSSA SENHORA DO LIVRAMENTO";20;3;"Governador";12133;54;2;0;56;9883;0;2250;"N";9883;8675;8675;8675;0;0;0;0;0;0;0;0;0;277;931;931;0;0;"22:00:34";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90018";"ACORIZAL";1;5;"Senador";6660;29;0;0;29;5575;0;1085;"N";5575;3736;3736;3736;0;0;0;0;0;0;0;0;0;138;1701;347;1354;0;"19:55:10";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90670";"CUIABÁ";55;5;"Senador";110838;304;9;0;313;91527;0;19311;"N";91527;55911;55911;55911;0;0;0;0;0;0;0;0;0;9016;26600;9562;17038;0;"20:26:24";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98817";"PEIXOTO DE AZEVEDO";33;3;"Governador";22862;77;7;0;84;16816;0;6046;"N";16816;14407;14407;14407;0;0;0;0;0;0;0;0;0;875;1534;1534;0;0;"20:45:27";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90476";"CÁCERES";6;5;"Senador";65852;199;27;0;226;47576;0;18276;"N";47576;31020;31020;31020;0;0;0;0;0;0;0;0;0;2802;13754;3090;10664;0;"20:59:26";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90689";"TAPURAH";21;5;"Senador";9016;26;0;0;26;6630;0;2386;"N";6630;5111;5111;5111;0;0;0;0;0;0;0;0;0;441;1078;436;642;0;"19:32:35";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90107";"SANTA CARMEM";36;5;"Senador";3699;12;0;0;12;2881;0;818;"N";2881;2206;2206;2206;0;0;0;0;0;0;0;0;0;132;543;171;372;0;"19:59:46";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91839";"SÃO FÉLIX DO ARAGUAIA";15;3;"Governador";7647;29;6;0;35;5177;0;2470;"N";5177;4597;4597;4597;0;0;0;0;0;0;0;0;0;122;458;458;0;0;"20:23:05";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91081";"IPIRANGA DO NORTE";43;5;"Senador";4839;16;0;0;16;3700;0;1139;"N";3700;2796;2796;2796;0;0;0;0;0;0;0;0;0;270;634;215;419;0;"21:37:18";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90441";"RIBEIRÃOZINHO";9;5;"Senador";2104;6;0;0;6;1674;0;430;"N";1674;1252;1252;1252;0;0;0;0;0;0;0;0;0;51;371;128;243;0;"20:20:46";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98957";"TERRA NOVA DO NORTE";33;5;"Senador";8646;34;13;0;47;6321;0;2325;"N";6321;4390;4390;4390;0;0;0;0;0;0;0;0;0;327;1604;390;1214;0;"20:26:30";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98639";"ARAGUAIANA";9;3;"Governador";3173;10;0;0;10;2339;0;834;"N";2339;2094;2094;2094;0;0;0;0;0;0;0;0;0;49;196;196;0;0;"19:44:23";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98655";"CAMPINÁPOLIS";26;3;"Governador";10210;32;1;0;33;7416;0;2794;"N";7416;6615;6615;6615;0;0;0;0;0;0;0;0;0;189;612;612;0;0;"19:38:47";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91677";"VÁRZEA GRANDE";49;6;"Deputado Federal";93501;290;23;0;313;77088;0;16413;"N";77088;68827;68812;66204;2608;2608;0;15;15;0;0;0;0;5239;3022;3015;7;0;"15:43:53";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91510";"RONDONÓPOLIS";10;7;"Deputado Estadual";75165;236;11;0;247;57914;0;17251;"N";57914;52563;52504;50064;2440;2440;0;30;30;0;29;29;0;3267;2084;2048;36;0;"15:43:53";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90166";"NOVA MARILÂNDIA";17;7;"Deputado Estadual";2688;9;1;0;10;2046;0;642;"N";2046;1921;1921;1811;110;110;0;0;0;0;0;0;0;84;41;41;0;0;"15:44:19";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90301";"LAMBARI D OESTE";52;5;"Senador";4388;15;6;0;21;3150;0;1238;"N";3150;1468;1468;1468;0;0;0;0;0;0;0;0;0;117;1565;236;1329;0;"20:19:08";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91553";"SANTO ANTÔNIO DO LEVERGER";38;3;"Governador";16267;53;23;0;76;13147;0;3120;"N";13147;11704;11704;11704;0;0;0;0;0;0;0;0;0;414;1029;1029;0;0;"21:11:30";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98698";"ITAÚBA";23;7;"Deputado Estadual";4230;12;5;0;17;2974;0;1256;"N";2974;2780;2780;2578;202;202;0;0;0;0;0;0;0;94;100;76;24;0;"15:44:05";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90743";"CAMPOS DE JÚLIO";42;6;"Deputado Federal";5284;14;0;0;14;3909;0;1375;"N";3909;3593;3592;3474;118;118;0;1;1;0;0;0;0;219;97;97;0;0;"15:44:17";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91898";"JUSCIMEIRA";14;7;"Deputado Estadual";9267;32;2;0;34;6925;0;2342;"N";6925;6527;6515;6095;420;420;0;0;0;0;12;12;0;215;183;174;9;0;"15:44:09";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91170";"NOBRES";3;6;"Deputado Federal";11637;39;8;0;47;9155;0;2482;"N";9155;8646;8637;8309;328;328;0;9;9;0;0;0;0;309;200;200;0;0;"15:44:06";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91910";"ÁGUA BOA";30;7;"Deputado Estadual";19572;73;2;0;75;14308;0;5264;"N";14308;13611;13604;12973;631;631;0;2;2;0;5;5;0;465;232;216;16;0;"15:44:06";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91090";"VILA BELA DA SANTÍSSIMA TRINDADE";25;6;"Deputado Federal";10521;39;6;0;45;7709;0;2812;"N";7709;7493;7493;7263;230;230;0;0;0;0;0;0;0;110;106;106;0;0;"15:44:34";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90620";"MATUPÁ";33;7;"Deputado Estadual";13218;44;0;0;44;9769;0;3449;"N";9769;9230;9228;8744;484;484;0;0;0;0;2;2;0;374;165;157;8;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91006";"CONQUISTA D OESTE";61;6;"Deputado Federal";3024;9;0;0;9;2163;0;861;"N";2163;2070;2070;2000;70;70;0;0;0;0;0;0;0;46;47;46;1;0;"15:44:06";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98990";"VILA RICA";16;5;"Senador";14290;47;2;0;49;9829;0;4461;"N";9829;7074;7074;7074;0;0;0;0;0;0;0;0;0;584;2171;799;1372;0;"20:28:13";"02/10/2022"
