"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES_PRINCIPAIS";"QT_SECOES_AGREGADAS";"QT_SECOES_NAO_INSTALADAS";"QT_TOTAL_SECOES";"QT_COMPARECIMENTO";"QT_ELEITORES_SECOES_NAO_INSTALADAS";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS";"QT_VOTOS_CONCORRENTES";"QT_TOTAL_VOTOS_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS";"QT_VOTOS_LEGENDA_ANULADOS";"QT_TOTAL_VOTOS_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_BRANCOS";"QT_TOTAL_VOTOS_NULOS";"QT_VOTOS_NULOS";"QT_VOTOS_NULOS_TECNICOS";"QT_VOTOS_ANULADOS_APU_SEP";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90778";"GENERAL CARNEIRO";9;5;"Senador";4135;14;12;0;26;3117;0;1018;"N";3117;2250;2250;2250;0;0;0;0;0;0;0;0;0;100;767;225;542;0;"20:03:01";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90220";"TABAPORÃ";27;3;"Governador";7058;20;0;0;20;5065;0;1993;"N";5065;4498;4498;4498;0;0;0;0;0;0;0;0;0;209;358;358;0;0;"19:04:36";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89974";"SALTO DO CÉU";52;5;"Senador";2925;9;10;0;19;2281;0;644;"N";2281;1827;1827;1827;0;0;0;0;0;0;0;0;0;69;385;137;248;0;"20:05:52";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90310";"BARÃO DE MELGAÇO";38;3;"Governador";6133;23;4;0;27;4995;0;1138;"N";4995;4512;4512;4512;0;0;0;0;0;0;0;0;0;89;394;394;0;0;"20:25:19";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91332";"PONTE BRANCA";8;7;"Deputado Estadual";1918;9;0;0;9;1458;0;460;"N";1458;1412;1412;1313;99;99;0;0;0;0;0;0;0;17;29;29;0;0;"15:44:05";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90603";"LUCAS DO RIO VERDE";21;6;"Deputado Federal";49451;139;2;0;141;37124;0;12327;"N";37124;32759;32757;31733;1024;1024;0;2;2;0;0;0;0;3131;1234;1230;4;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91294";"POCONÉ";4;6;"Deputado Federal";23996;78;17;0;95;18302;0;5694;"N";18302;17239;17237;16500;737;737;0;2;2;0;0;0;0;698;365;363;2;0;"15:44:16";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90905";"BOM JESUS DO ARAGUAIA";53;3;"Governador";5011;17;1;0;18;3480;0;1531;"N";3480;3206;3206;3206;0;0;0;0;0;0;0;0;0;58;216;216;0;0;"18:36:41";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90344";"PLANALTO DA SERRA";34;3;"Governador";2650;9;3;0;12;2030;0;620;"N";2030;1862;1862;1862;0;0;0;0;0;0;0;0;0;23;145;145;0;0;"19:09:31";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"99015";"COMODORO";61;6;"Deputado Federal";14229;48;2;0;50;10107;0;4122;"N";10107;9540;9535;9153;382;382;0;5;5;0;0;0;0;335;232;232;0;0;"15:44:15";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90603";"LUCAS DO RIO VERDE";21;5;"Senador";49451;139;2;0;141;37124;0;12327;"N";37124;26395;26395;26395;0;0;0;0;0;0;0;0;0;3759;6970;2379;4591;0;"21:24:48";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98736";"NOVA OLÍMPIA";19;5;"Senador";12507;44;1;0;45;9399;0;3108;"N";9399;4680;4680;4680;0;0;0;0;0;0;0;0;0;857;3862;995;2867;0;"23:45:35";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98930";"SORRISO";43;3;"Governador";67215;182;4;0;186;52180;0;15035;"N";52180;45490;45490;45490;0;0;0;0;0;0;0;0;0;3184;3506;3506;0;0;"21:37:11";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90590";"CHAPADA DOS GUIMARÃES";34;3;"Governador";16715;53;11;0;64;12835;0;3880;"N";12835;11236;11236;11236;0;0;0;0;0;0;0;0;0;419;1180;1180;0;0;"20:35:27";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90220";"TABAPORÃ";27;6;"Deputado Federal";7058;20;0;0;20;5065;0;1993;"N";5065;4763;4763;4574;189;189;0;0;0;0;0;0;0;210;92;91;1;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91855";"TANGARÁ DA SERRA";19;7;"Deputado Estadual";72104;214;6;0;220;52608;0;19496;"N";52608;48546;48522;46180;2342;2342;0;5;5;0;19;19;0;2642;1420;1253;167;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98990";"VILA RICA";16;7;"Deputado Estadual";14290;47;2;0;49;9829;0;4461;"N";9829;9179;9169;8524;645;645;0;3;3;0;7;7;0;400;250;204;46;0;"15:44:33";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91952";"NOVA XAVANTINA";26;7;"Deputado Estadual";16288;46;4;0;50;11329;0;4959;"N";11329;10434;10419;9668;751;751;0;9;9;0;6;6;0;562;333;317;16;0;"15:44:24";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90743";"CAMPOS DE JÚLIO";42;7;"Deputado Estadual";5284;14;0;0;14;3909;0;1375;"N";3909;3618;3612;3479;133;133;0;1;1;0;5;5;0;206;85;85;0;0;"15:44:17";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90484";"CAMPO NOVO DO PARECIS";60;6;"Deputado Federal";26832;73;0;0;73;19949;0;6883;"N";19949;17815;17814;17245;569;569;0;1;1;0;0;0;0;1492;642;642;0;0;"15:44:27";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90670";"CUIABÁ";39;6;"Deputado Federal";108737;329;34;0;363;91715;0;17022;"N";91715;83336;83275;80605;2670;2670;0;61;61;0;0;0;0;4871;3508;3503;5;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91936";"CANARANA";31;7;"Deputado Estadual";16374;47;2;0;49;11774;0;4600;"N";11774;11005;10982;10300;682;682;0;0;0;0;23;23;0;524;245;208;37;0;"15:44:25";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90646";"NOVA MUTUM";5;7;"Deputado Estadual";32360;88;1;0;89;24771;0;7589;"N";24771;22388;22254;21328;926;926;0;2;2;0;132;132;0;1782;601;584;17;0;"15:44:09";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91537";"ROSÁRIO OESTE";3;7;"Deputado Estadual";12863;45;29;0;74;9797;0;3066;"N";9797;9439;9379;8685;694;694;0;0;0;0;60;60;0;221;137;132;5;0;"15:44:04";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98710";"MARCELÂNDIA";32;6;"Deputado Federal";8924;32;4;0;36;6212;0;2712;"N";6212;5850;5849;5615;234;234;0;1;1;0;0;0;0;243;119;117;2;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90883";"NOVA UBIRATÃ";43;6;"Deputado Federal";7669;22;1;0;23;5627;0;2042;"N";5627;5241;5240;5013;227;227;0;1;1;0;0;0;0;285;101;101;0;0;"15:44:07";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90042";"ALTO BOA VISTA";15;7;"Deputado Estadual";4133;16;0;0;16;2933;0;1200;"N";2933;2808;2806;2645;161;161;0;0;0;0;2;2;0;60;65;41;24;0;"15:44:16";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90204";"GLÓRIA D OESTE";18;7;"Deputado Estadual";2652;9;1;0;10;2045;0;607;"N";2045;1909;1909;1789;120;120;0;0;0;0;0;0;0;67;69;67;2;0;"15:44:09";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90646";"NOVA MUTUM";5;3;"Governador";32360;88;1;0;89;24771;0;7589;"N";24771;21138;21138;21138;0;0;0;0;0;0;0;0;0;1894;1739;1739;0;0;"20:30:34";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90328";"SANTO AFONSO";17;3;"Governador";2278;7;5;0;12;1743;0;535;"N";1743;1606;1606;1606;0;0;0;0;0;0;0;0;0;31;106;106;0;0;"20:16:46";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90409";"SÃO PEDRO DA CIPA";14;3;"Governador";3620;10;0;0;10;2766;0;854;"N";2766;2378;2378;2378;0;0;0;0;0;0;0;0;0;108;280;280;0;0;"18:58:51";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89960";"RONDOLÂNDIA";61;5;"Senador";2757;12;0;0;12;1907;0;850;"N";1907;1430;1430;1430;0;0;0;0;0;0;0;0;0;46;431;125;306;0;"18:10:19";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98833";"PARANAÍTA";24;5;"Senador";9182;29;2;0;31;6886;0;2296;"N";6886;4798;4798;4798;0;0;0;0;0;0;0;0;0;331;1757;454;1303;0;"22:11:38";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89818";"NOVA BRASILÂNDIA";34;5;"Senador";3671;11;12;0;23;2785;0;886;"N";2785;1669;1669;1669;0;0;0;0;0;0;0;0;0;80;1036;241;795;0;"19:38:47";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90840";"UNIÃO DO SUL";32;6;"Deputado Federal";3018;9;0;0;9;2255;0;763;"N";2255;2177;2177;2096;81;81;0;0;0;0;0;0;0;52;26;26;0;0;"15:44:09";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90387";"NOVA BANDEIRANTES";50;5;"Senador";9301;29;0;0;29;6608;0;2693;"N";6608;5144;5144;5144;0;0;0;0;0;0;0;0;0;351;1113;447;666;0;"19:02:12";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91677";"VÁRZEA GRANDE";20;5;"Senador";85001;267;18;0;285;70057;0;14944;"N";70057;41779;41779;41779;0;0;0;0;0;0;0;0;0;6824;21454;6749;14705;0;"20:23:06";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90085";"CANABRAVA DO NORTE";28;3;"Governador";3692;12;0;0;12;2598;0;1094;"N";2598;2358;2358;2358;0;0;0;0;0;0;0;0;0;50;190;190;0;0;"18:53:12";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91952";"NOVA XAVANTINA";26;5;"Senador";16288;46;4;0;50;11329;0;4959;"N";11329;7949;7949;7949;0;0;0;0;0;0;0;0;0;706;2674;911;1763;0;"20:25:20";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89958";"RIO BRANCO";52;5;"Senador";3977;13;7;0;20;3030;0;947;"N";3030;2081;2081;2081;0;0;0;0;0;0;0;0;0;154;795;244;551;0;"19:44:23";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90468";"BRASNORTE";56;3;"Governador";11821;38;4;0;42;8354;0;3467;"N";8354;7394;7394;7394;0;0;0;0;0;0;0;0;0;344;616;616;0;0;"19:45:35";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90581";"JURUENA";48;5;"Senador";6321;21;1;0;22;4551;0;1770;"N";4551;3092;3092;3092;0;0;0;0;0;0;0;0;0;290;1169;324;845;0;"20:05:52";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98817";"PEIXOTO DE AZEVEDO";33;5;"Senador";22862;77;7;0;84;16816;0;6046;"N";16816;10857;10857;10857;0;0;0;0;0;0;0;0;0;1033;4926;1401;3525;0;"20:45:27";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98655";"CAMPINÁPOLIS";26;6;"Deputado Federal";10210;32;1;0;33;7416;0;2794;"N";7416;7149;7149;6784;365;365;0;0;0;0;0;0;0;145;122;121;1;0;"15:44:41";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98850";"PORTO ALEGRE DO NORTE";28;3;"Governador";8265;25;7;0;32;5717;0;2548;"N";5717;4958;4958;4958;0;0;0;0;0;0;0;0;0;199;560;560;0;0;"21:05:39";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90239";"ARAGUAINHA";8;7;"Deputado Estadual";1041;5;0;0;5;833;0;208;"N";833;810;808;763;45;45;0;2;2;0;0;0;0;9;14;14;0;0;"15:44:19";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90921";"SERRA NOVA DOURADA";53;3;"Governador";1624;5;0;0;5;1156;0;468;"N";1156;1063;1063;1063;0;0;0;0;0;0;0;0;0;18;75;75;0;0;"19:44:23";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91510";"RONDONÓPOLIS";10;5;"Senador";75165;236;11;0;247;57914;0;17251;"N";57914;42289;42289;42289;0;0;0;0;0;0;0;0;0;4361;11264;4260;7004;0;"20:35:20";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91618";"TESOURO";2;5;"Senador";2823;10;1;0;11;2150;0;673;"N";2150;1652;1652;1652;0;0;0;0;0;0;0;0;0;65;433;171;262;0;"20:09:32";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90042";"ALTO BOA VISTA";15;5;"Senador";4133;16;0;0;16;2933;0;1200;"N";2933;2287;2287;2287;0;0;0;0;0;0;0;0;0;92;554;172;382;0;"19:36:26";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90271";"ARIPUANÃ";11;5;"Senador";13975;41;8;0;49;9349;0;4626;"N";9349;6775;6775;6775;0;0;0;0;0;0;0;0;0;545;2029;587;1442;0;"20:06:57";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90603";"LUCAS DO RIO VERDE";21;7;"Deputado Estadual";49451;139;2;0;141;37124;0;12327;"N";37124;33368;33312;31954;1358;1358;0;4;4;0;52;52;0;2698;1058;1020;38;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90506";"CAMPO VERDE";12;7;"Deputado Estadual";31570;86;3;0;89;24085;0;7485;"N";24085;22056;21773;20783;990;990;0;41;41;0;242;242;0;1234;795;611;184;0;"15:44:11";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90255";"ARENÁPOLIS";17;7;"Deputado Estadual";8041;28;6;0;34;6121;0;1920;"N";6121;5764;5755;5410;345;345;0;1;1;0;8;8;0;206;151;149;2;0;"15:44:08";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91057";"LUCIARA";15;5;"Senador";2187;8;3;0;11;1672;0;515;"N";1672;1178;1178;1178;0;0;0;0;0;0;0;0;0;32;462;80;382;0;"18:32:22";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"98914";"RESERVA DO CABAÇAL";41;5;"Senador";1948;6;5;0;11;1383;0;565;"N";1383;824;824;824;0;0;0;0;0;0;0;0;0;52;507;98;409;0;"18:23:31";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89843";"SANTO ANTÔNIO DO LESTE";40;7;"Deputado Estadual";2641;10;0;0;10;1827;0;814;"N";1827;1717;1700;1564;136;136;0;16;16;0;1;1;0;65;45;44;1;0;"15:43:55";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89796";"COLÍDER";23;3;"Governador";24009;78;12;0;90;18005;0;6004;"N";18005;15610;15610;15610;0;0;0;0;0;0;0;0;0;983;1412;1412;0;0;"19:57:51";"02/10/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90867";"NOVA LACERDA";61;7;"Deputado Estadual";4617;15;0;0;15;3124;0;1493;"N";3124;3008;3008;2845;163;163;0;0;0;0;0;0;0;65;51;50;1;0;"15:44:07";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90042";"ALTO BOA VISTA";15;6;"Deputado Federal";4133;16;0;0;16;2933;0;1200;"N";2933;2814;2813;2715;98;98;0;1;1;0;0;0;0;69;50;50;0;0;"15:44:16";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90778";"GENERAL CARNEIRO";9;7;"Deputado Estadual";4135;14;12;0;26;3117;0;1018;"N";3117;3018;2932;2759;173;173;0;86;86;0;0;0;0;47;52;38;14;0;"15:44:15";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90581";"JURUENA";48;6;"Deputado Federal";6321;21;1;0;22;4551;0;1770;"N";4551;4199;4199;4026;173;173;0;0;0;0;0;0;0;218;134;134;0;0;"15:44:26";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90905";"BOM JESUS DO ARAGUAIA";53;7;"Deputado Estadual";5011;17;1;0;18;3480;0;1531;"N";3480;3380;3380;3166;214;214;0;0;0;0;0;0;0;60;40;34;6;0;"15:44:22";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90980";"SANTA CRUZ DO XINGU";16;7;"Deputado Estadual";1872;6;0;0;6;1320;0;552;"N";1320;1258;1258;1186;72;72;0;0;0;0;0;0;0;42;20;18;2;0;"15:44:24";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91197";"NORTELÂNDIA";17;7;"Deputado Estadual";4774;21;4;0;25;3762;0;1012;"N";3762;3511;3509;3308;201;201;0;0;0;0;2;2;0;140;111;108;3;0;"15:44:24";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"91006";"CONQUISTA D OESTE";61;7;"Deputado Estadual";3024;9;0;0;9;2163;0;861;"N";2163;2069;2069;1955;114;114;0;0;0;0;0;0;0;53;41;37;4;0;"15:44:06";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90565";"JANGADA";3;6;"Deputado Federal";6936;24;3;0;27;5584;0;1352;"N";5584;5403;5403;5248;155;155;0;0;0;0;0;0;0;104;77;77;0;0;"15:43:54";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"90700";"PONTAL DO ARAGUAIA";9;7;"Deputado Estadual";4942;17;0;0;17;3804;0;1138;"N";3804;3589;3582;3406;176;176;0;4;4;0;3;3;0;127;88;67;21;0;"15:44:38";"12/12/2022"
"17/09/2024";"03:39:35";2022;2;"Eleição Ordinária";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"MT";"MT";"MATO GROSSO";"89800";"CURVELÂNDIA";18;3;"Governador";4336;16;0;0;16;3396;0;940;"N";3396;3009;3009;3009;0;0;0;0;0;0;0;0;0;78;309;309;0;0;"20:23:06";"02/10/2022"
